"ID"	"adj.P.Val"	"P.Value"	"miRNA_ID_LIST"	"SPOT_ID"
"bta-miR-218_st"	"0.29473"	"2.20e-02"	"bta-mir-218-1 // bta-mir-218-2"	""
"mmu-miR-125b-5p_st"	"0.29473"	"2.20e-02"	"mmu-mir-125b-1 // mmu-mir-125b-2"	""
"hp_hsa-mir-103b-1_x_st"	"0.29473"	"2.20e-02"	""	"stem-loop: hsa-mir-103b-1"
"xtr-miR-199b_st"	"0.29473"	"2.20e-02"	"xtr-mir-199b"	""
"ssc-miR-181c_st"	"0.294819"	"2.21e-02"	"ssc-mir-181c"	""
"hp_mmu-mir-702_st"	"0.294915"	"2.21e-02"	""	"stem-loop: mmu-mir-702"
"hsa-miR-1224-5p_st"	"0.295607"	"2.21e-02"	"hsa-mir-1224"	""
"ENSG00000238798_st"	"0.295718"	"2.22e-02"	""	"snoRNA: ENSG00000238798"
"mghv-miR-M1-2-3p_st"	"0.295718"	"2.22e-02"	"mghv-mir-M1-2"	""
"fru-miR-132_st"	"0.295732"	"2.22e-02"	"fru-mir-132"	""
"dre-miR-142a-5p_st"	"0.295732"	"2.22e-02"	"dre-mir-142a"	""
"mtr-miR166_st"	"0.295732"	"2.22e-02"	"mtr-MIR166"	""
"dps-miR-100_st"	"0.295732"	"2.22e-02"	"dps-mir-100"	""
"ptr-miR-29a_st"	"0.295732"	"2.22e-02"	"ptr-mir-29a"	""
"mmu-miR-466f-3p_st"	"0.295732"	"2.23e-02"	"mmu-mir-466f-1 // mmu-mir-466f-2 // mmu-mir-466f-3"	""
"xtr-miR-103_st"	"0.295732"	"2.23e-02"	"xtr-mir-103-1 // xtr-mir-103-2"	""
"mml-miR-632_st"	"0.295732"	"2.23e-02"	"mml-mir-632"	""
"rno-miR-3573-3p_st"	"0.295732"	"2.23e-02"	"rno-mir-3573"	""
"ptc-miR169c_st"	"0.295732"	"2.23e-02"	"ptc-MIR169c"	""
"dre-miR-125a_st"	"0.295801"	"2.23e-02"	"dre-mir-125a-1 // dre-mir-125a-2"	""
"aly-miR394a_st"	"0.295801"	"2.23e-02"	"aly-MIR394a"	""
"rno-miR-3592_st"	"0.295839"	"2.23e-02"	"rno-mir-3592"	""
"mmu-miR-465a-5p_st"	"0.295839"	"2.24e-02"	"mmu-mir-465a"	""
"dse-miR-306-star_st"	"0.295981"	"2.24e-02"	"dse-mir-306"	""
"zma-miR399g-star_st"	"0.297458"	"2.25e-02"	"zma-MIR399g"	""
"ath-miR405d_st"	"0.297458"	"2.25e-02"	"ath-MIR405d"	""
"hp_mmu-mir-1966_st"	"0.297467"	"2.25e-02"	""	"stem-loop: mmu-mir-1966"
"ngi-miR-184_st"	"0.297576"	"2.25e-02"	"ngi-mir-184"	""
"osa-miR166d_st"	"0.297638"	"2.26e-02"	"osa-MIR166d"	""
"mmu-miR-295_st"	"0.297638"	"2.26e-02"	"mmu-mir-295"	""
"bta-miR-146a_st"	"0.297825"	"2.26e-02"	"bta-mir-146a"	""
"tgu-miR-125-1-star_st"	"0.297825"	"2.26e-02"	"tgu-mir-125-1"	""
"dgr-miR-100_st"	"0.297825"	"2.26e-02"	"dgr-mir-100"	""
"ENSG00000201710_st"	"0.297825"	"2.26e-02"	""	"snoRNA: ENSG00000201710"
"bma-miR-281_st"	"0.297962"	"2.27e-02"	"bma-mir-281"	""
"cfa-miR-129_st"	"0.298073"	"2.27e-02"	"cfa-mir-129-1 // cfa-mir-129-2"	""
"hsa-miR-92b_st"	"0.298073"	"2.27e-02"	"hsa-mir-92b"	""
"gga-miR-1648-star_st"	"0.298073"	"2.27e-02"	"gga-mir-1648"	""
"mtr-miR2592j_st"	"0.298353"	"2.27e-02"	"mtr-MIR2592j"	""
"hp_hsa-mir-602_st"	"0.298681"	"2.28e-02"	""	"stem-loop: hsa-mir-602"
"pma-miR-497_st"	"0.298681"	"2.28e-02"	"pma-mir-497"	""
"ssc-miR-217_st"	"0.298681"	"2.28e-02"	"ssc-mir-217"	""
"hp_mmu-mir-466f-1_x_st"	"0.298681"	"2.28e-02"	""	"stem-loop: mmu-mir-466f-1"
"cel-miR-241_st"	"0.298681"	"2.28e-02"	"cel-mir-241"	""
"esi-miR3454b_st"	"0.298962"	"2.29e-02"	"esi-MIR3454b"	""
"mmu-miR-1907_st"	"0.298962"	"2.29e-02"	"mmu-mir-1907"	""
"hsa-miR-302a-star_st"	"0.299109"	"2.29e-02"	"hsa-mir-302a"	""
"cin-miR-4019-5p_st"	"0.299214"	"2.29e-02"	"cin-mir-4019"	""
"xtr-miR-10b_st"	"0.299214"	"2.29e-02"	"xtr-mir-10b"	""
"ppy-miR-602_st"	"0.29945"	"2.30e-02"	"ppy-mir-602"	""
"eca-miR-328_st"	"0.29945"	"2.30e-02"	"eca-mir-328"	""
"zma-miR159b_st"	"0.29945"	"2.30e-02"	"zma-MIR159b"	""
"dps-miR-2503_st"	"0.29945"	"2.30e-02"	"dps-mir-2503"	""
"bol-miR172a_st"	"0.29945"	"2.30e-02"	"bol-MIR172a"	""
"ppy-miR-766_st"	"0.29945"	"2.31e-02"	"ppy-mir-766"	""
"dps-miR-2547_st"	"0.29945"	"2.31e-02"	"dps-mir-2547"	""
"ENSG00000252543_st"	"0.29945"	"2.31e-02"	""	"snoRNA: ENSG00000252543"
"aly-miR166e-star_st"	"0.29945"	"2.31e-02"	"aly-MIR166e"	""
"ENSG00000239000_x_st"	"0.29945"	"2.31e-02"	""	"snoRNA: ENSG00000239000"
"bfl-miR-4867_st"	"0.29945"	"2.31e-02"	"bfl-mir-4867"	""
"bta-miR-2454_st"	"0.29945"	"2.31e-02"	"bta-mir-2454"	""
"hp_rno-mir-219-1_st"	"0.29945"	"2.31e-02"	""	"stem-loop: rno-mir-219-1"
"ppt-miR390b_st"	"0.29945"	"2.31e-02"	"ppt-MIR390b"	""
"hp_rno-mir-1224_st"	"0.29945"	"2.31e-02"	""	"stem-loop: rno-mir-1224"
"mmu-miR-24-2-star_st"	"0.29945"	"2.32e-02"	"mmu-mir-24-2"	""
"U95_st"	"0.29945"	"2.32e-02"	""	"CDBox: U95"
"hsa-miR-3622a-3p_st"	"0.29945"	"2.32e-02"	"hsa-mir-3622a"	""
"hp_hsa-mir-548x_x_st"	"0.29945"	"2.32e-02"	""	"stem-loop: hsa-mir-548x"
"dme-miR-13a-5p_st"	"0.29945"	"2.32e-02"	"dme-mir-13a"	""
"oan-miR-1421l-2-star_st"	"0.29945"	"2.32e-02"	"oan-mir-1421l-2"	""
"hsv1-miR-H18_st"	"0.29945"	"2.32e-02"	"hsv1-mir-H18"	""
"gma-miR4352a_st"	"0.29945"	"2.32e-02"	"gma-MIR4352a"	""
"sbi-miR164_st"	"0.299494"	"2.32e-02"	"sbi-MIR164"	""
"rno-miR-485_st"	"0.299494"	"2.32e-02"	"rno-mir-485"	""
"aqu-miR-2015_st"	"0.299494"	"2.33e-02"	"aqu-mir-2015"	""
"ENSG00000212594_st"	"0.299751"	"2.33e-02"	""	"snoRNA: ENSG00000212594"
"ptr-miR-10b_st"	"0.30014"	"2.33e-02"	"ptr-mir-10b"	""
"hsa-miR-3150a-5p_st"	"0.30014"	"2.34e-02"	"hsa-mir-3150a"	""
"ppy-miR-874_st"	"0.30014"	"2.34e-02"	"ppy-mir-874"	""
"cqu-miR-190_st"	"0.30014"	"2.34e-02"	"cqu-mir-190-1 // cqu-mir-190-2"	""
"bmo-miR-2771_st"	"0.30014"	"2.34e-02"	"bmo-mir-2771"	""
"rno-miR-488-star_st"	"0.30014"	"2.34e-02"	"rno-mir-488"	""
"hp_hsa-mir-141_st"	"0.30014"	"2.34e-02"	""	"stem-loop: hsa-mir-141"
"ppy-miR-337-3p_st"	"0.30014"	"2.34e-02"	"ppy-mir-337"	""
"ath-miR156h_st"	"0.30014"	"2.34e-02"	"ath-MIR156h"	""
"rno-miR-141-star_st"	"0.30014"	"2.34e-02"	"rno-mir-141"	""
"hp_hsa-mir-29b-1_st"	"0.30014"	"2.34e-02"	""	"stem-loop: hsa-mir-29b-1"
"aly-miR166c_st"	"0.300926"	"2.35e-02"	"aly-MIR166c"	""
"hsa-miR-28-5p_st"	"0.300926"	"2.35e-02"	"hsa-mir-28"	""
"bta-miR-16b_st"	"0.300926"	"2.35e-02"	"bta-mir-16b"	""
"hsa-miR-3126-5p_st"	"0.300933"	"2.36e-02"	"hsa-mir-3126"	""
"hp_hsa-mir-4286_st"	"0.301145"	"2.36e-02"	""	"stem-loop: hsa-mir-4286"
"ENSG00000212191_st"	"0.301145"	"2.36e-02"	""	"snoRNA: ENSG00000212191"
"ggo-miR-107_st"	"0.301212"	"2.36e-02"	"ggo-mir-107"	""
"mne-miR-125b_st"	"0.301212"	"2.36e-02"	"mne-mir-125b-1 // mne-mir-125b-2"	""
"ame-miR-3730_st"	"0.301212"	"2.36e-02"	"ame-mir-3730"	""
"ENSG00000239054_x_st"	"0.301532"	"2.37e-02"	""	"snoRNA: ENSG00000239054"
"hsa-miR-29b-1-star_st"	"0.301532"	"2.37e-02"	"hsa-mir-29b-1"	""
"ptr-miR-98_st"	"0.301537"	"2.37e-02"	"ptr-mir-98"	""
"ppy-miR-125a-5p_st"	"0.301644"	"2.37e-02"	"ppy-mir-125a"	""
"spike_in-control-23_st"	"0.301655"	"2.37e-02"	""	"--spike_in-control-5"
"hsa-miR-4312_st"	"0.301725"	"2.37e-02"	"hsa-mir-4312"	""
"ptr-miR-1265_st"	"0.301945"	"2.38e-02"	"ptr-mir-1265"	""
"bfl-miR-193b_st"	"0.302444"	"2.38e-02"	"bfl-mir-193b"	""
"iltv-miR-I2_st"	"0.302444"	"2.38e-02"	"iltv-mir-I2"	""
"tca-miR-3823-3p_st"	"0.302671"	"2.39e-02"	"tca-mir-3823"	""
"dmo-miR-184_st"	"0.302671"	"2.39e-02"	"dmo-mir-184"	""
"osa-miR2878-3p_st"	"0.302671"	"2.39e-02"	"osa-MIR2878"	""
"hp_hsa-mir-1254_st"	"0.302953"	"2.39e-02"	""	"stem-loop: hsa-mir-1254"
"tcc-miR160c_st"	"0.302953"	"2.39e-02"	"tcc-MIR160c"	""
"xtr-miR-10a_st"	"0.303114"	"2.40e-02"	"xtr-mir-10a"	""
"bma-miR-2b_st"	"0.303425"	"2.40e-02"	"bma-mir-2b-1 // bma-mir-2b-2"	""
"dre-miR-145_st"	"0.303425"	"2.40e-02"	"dre-mir-145"	""
"aly-miR4247_st"	"0.303425"	"2.40e-02"	"aly-MIR4247"	""
"api-miR-317_st"	"0.3035"	"2.40e-02"	"api-mir-317"	""
"mne-miR-93_st"	"0.303528"	"2.41e-02"	"mne-mir-93"	""
"hsa-miR-1245b-3p_st"	"0.303528"	"2.41e-02"	"hsa-mir-1245b"	""
"hsa-miR-3685_st"	"0.303528"	"2.41e-02"	"hsa-mir-3685"	""
"tgu-miR-1729_st"	"0.304165"	"2.41e-02"	"tgu-mir-1729"	""
"mmu-miR-99b_st"	"0.305028"	"2.43e-02"	"mmu-mir-99b"	""
"osa-miR168a_st"	"0.305028"	"2.43e-02"	"osa-MIR168a"	""
"tca-miR-3806-5p_st"	"0.305028"	"2.43e-02"	"tca-mir-3806"	""
"aly-miR395b_st"	"0.305028"	"2.43e-02"	"aly-MIR395b"	""
"hsa-miR-4290_st"	"0.305028"	"2.43e-02"	"hsa-mir-4290"	""
"hsa-miR-548al_st"	"0.305028"	"2.43e-02"	"hsa-mir-548al"	""
"cfa-miR-103_st"	"0.305028"	"2.43e-02"	"cfa-mir-103-1 // cfa-mir-103-2"	""
"cfa-miR-23b_st"	"0.305028"	"2.43e-02"	"cfa-mir-23b"	""
"mdo-miR-103_st"	"0.305028"	"2.43e-02"	"mdo-mir-103-1 // mdo-mir-103-2"	""
"oan-miR-365-star_st"	"0.305028"	"2.43e-02"	"oan-mir-365"	""
"bfl-miR-252b-star_st"	"0.305132"	"2.44e-02"	"bfl-mir-252b"	""
"dme-miR-4919-5p_st"	"0.305132"	"2.44e-02"	"dme-mir-4919"	""
"bta-miR-2424_st"	"0.305844"	"2.44e-02"	"bta-mir-2424-1 // bta-mir-2424-2"	""
"aly-miR856_st"	"0.306018"	"2.45e-02"	"aly-MIR856"	""
"bta-miR-2338_st"	"0.306018"	"2.45e-02"	"bta-mir-2338"	""
"mml-miR-15b_st"	"0.306018"	"2.45e-02"	"mml-mir-15b"	""
"cfa-miR-495_st"	"0.306243"	"2.45e-02"	"cfa-mir-495"	""
"mmu-miR-3102_st"	"0.3064"	"2.46e-02"	"mmu-mir-3102"	""
"ggo-miR-103_st"	"0.3064"	"2.46e-02"	"ggo-mir-103"	""
"pma-miR-4603_st"	"0.3064"	"2.46e-02"	"pma-mir-4603"	""
"pma-miR-30c_st"	"0.3064"	"2.46e-02"	"pma-mir-30c"	""
"tca-let-7-5p_st"	"0.3064"	"2.46e-02"	"tca-let-7"	""
"sla-miR-93_st"	"0.306691"	"2.47e-02"	"sla-mir-93"	""
"nvi-bantam_st"	"0.306691"	"2.47e-02"	"nvi-bantam"	""
"mdo-miR-107_st"	"0.306691"	"2.47e-02"	"mdo-mir-107"	""
"dsi-miR-932-star_st"	"0.306839"	"2.47e-02"	"dsi-mir-932"	""
"hp_rno-mir-190_st"	"0.307735"	"2.48e-02"	""	"stem-loop: rno-mir-190"
"mtr-miR2111p_st"	"0.307824"	"2.48e-02"	"mtr-MIR2111p"	""
"hp_hsa-mir-483_st"	"0.30816"	"2.48e-02"	""	"stem-loop: hsa-mir-483"
"ENSG00000238824_x_st"	"0.30843"	"2.49e-02"	""	"snoRNA: ENSG00000238824"
"hp_hsa-mir-4725_st"	"0.308863"	"2.49e-02"	""	"stem-loop: hsa-mir-4725"
"oan-miR-1421al-star_st"	"0.308863"	"2.49e-02"	"oan-mir-1421al"	""
"hp_mmu-mir-5130_st"	"0.308958"	"2.49e-02"	""	"stem-loop: mmu-mir-5130"
"hp_hsa-mir-4518_st"	"0.308958"	"2.49e-02"	""	"stem-loop: hsa-mir-4518"
"hsa-miR-1972_st"	"0.309023"	"2.50e-02"	"hsa-mir-1972-1 // hsa-mir-1972-2"	""
"rno-miR-3556a_st"	"0.309274"	"2.50e-02"	"rno-mir-3556a"	""
"hsa-miR-125b_st"	"0.309364"	"2.50e-02"	"hsa-mir-125b-1 // hsa-mir-125b-2"	""
"eca-miR-708_st"	"0.309481"	"2.50e-02"	"eca-mir-708"	""
"iltv-miR-I5-star_st"	"0.309727"	"2.51e-02"	"iltv-mir-I5"	""
"hsa-miR-548ag_st"	"0.309727"	"2.51e-02"	"hsa-mir-548ag-1 // hsa-mir-548ag-2"	""
"hp_hsa-mir-2392_st"	"0.310066"	"2.51e-02"	""	"stem-loop: hsa-mir-2392"
"cel-miR-4932_st"	"0.310066"	"2.51e-02"	"cel-mir-4932"	""
"bfl-miR-183_st"	"0.310268"	"2.52e-02"	"bfl-mir-183"	""
"bta-miR-411_st"	"0.310268"	"2.52e-02"	"bta-mir-411"	""
"egr-miR-745_st"	"0.310353"	"2.52e-02"	"egr-mir-745"	""
"hp_hsa-mir-4417_st"	"0.310353"	"2.52e-02"	""	"stem-loop: hsa-mir-4417"
"mml-miR-125a-5p_st"	"0.310353"	"2.52e-02"	"mml-mir-125a"	""
"mml-miR-30d_st"	"0.310353"	"2.53e-02"	"mml-mir-30d"	""
"hsa-miR-3615_st"	"0.310353"	"2.53e-02"	"hsa-mir-3615"	""
"cel-miR-788-star_st"	"0.310353"	"2.53e-02"	"cel-mir-788"	""
"hp_hsa-mir-4716_st"	"0.310353"	"2.53e-02"	""	"stem-loop: hsa-mir-4716"
"ame-miR-980_st"	"0.310353"	"2.53e-02"	"ame-mir-980"	""
"cin-miR-4126-5p_st"	"0.310353"	"2.53e-02"	"cin-mir-4126"	""
"hp_mmu-mir-692-2_s_st"	"0.310353"	"2.53e-02"	""	"stem-loop: mmu-mir-692-2"
"dme-miR-2b-3p_st"	"0.310353"	"2.53e-02"	"dme-mir-2b-1 // dme-mir-2b-2"	""
"ppt-miR535c_st"	"0.310353"	"2.53e-02"	"ppt-MIR535c"	""
"rno-miR-3550_st"	"0.310353"	"2.54e-02"	"rno-mir-3550"	""
"dan-miR-87_st"	"0.310353"	"2.54e-02"	"dan-mir-87"	""
"tni-miR-148_st"	"0.310353"	"2.54e-02"	"tni-mir-148"	""
"cin-miR-182-3p_st"	"0.310353"	"2.54e-02"	"cin-mir-182"	""
"mmu-miR-103_st"	"0.310421"	"2.54e-02"	"mmu-mir-103-1 // mmu-mir-103-2"	""
"ppy-miR-423-5p_st"	"0.310486"	"2.54e-02"	"ppy-mir-423"	""
"ath-miR2111b-star_st"	"0.31064"	"2.55e-02"	"ath-MIR2111b"	""
"mmu-miR-125a-5p_st"	"0.31064"	"2.55e-02"	"mmu-mir-125a"	""
"dme-miR-4981-3p_st"	"0.31064"	"2.55e-02"	"dme-mir-4981"	""
"hsa-miR-425_st"	"0.310846"	"2.55e-02"	"hsa-mir-425"	""
"ppy-miR-578_st"	"0.310846"	"2.55e-02"	"ppy-mir-578"	""
"rno-miR-181a_st"	"0.310846"	"2.55e-02"	"rno-mir-181a-1 // rno-mir-181a-2"	""
"mmu-miR-141_st"	"0.311577"	"2.56e-02"	"mmu-mir-141"	""
"hp_hsa-mir-181b-2_st"	"0.311577"	"2.56e-02"	""	"stem-loop: hsa-mir-181b-2"
"mtr-miR395j_st"	"0.311579"	"2.56e-02"	"mtr-MIR395j"	""
"cin-miR-4119-3p_st"	"0.311891"	"2.57e-02"	"cin-mir-4119"	""
"esi-miR3466_st"	"0.312139"	"2.57e-02"	"esi-MIR3466"	""
"hsa-miR-567_st"	"0.312326"	"2.57e-02"	"hsa-mir-567"	""
"bta-miR-2323_st"	"0.312535"	"2.57e-02"	"bta-mir-2323"	""
"hp_hsa-mir-606_x_st"	"0.31275"	"2.58e-02"	""	"stem-loop: hsa-mir-606"
"hp_hsa-mir-1-1_st"	"0.312855"	"2.58e-02"	""	"stem-loop: hsa-mir-1-1"
"bfl-miR-4891-3p_st"	"0.312855"	"2.58e-02"	"bfl-mir-4891"	""
"sko-miR-7-star_st"	"0.312855"	"2.58e-02"	"sko-mir-7"	""
"mml-miR-503_st"	"0.313018"	"2.59e-02"	"mml-mir-503"	""
"cin-miR-3575-5p_st"	"0.313018"	"2.59e-02"	"cin-mir-3575"	""
"hp_hsa-mir-4791_st"	"0.313018"	"2.59e-02"	""	"stem-loop: hsa-mir-4791"
"pma-miR-30e_st"	"0.313018"	"2.59e-02"	"pma-mir-30e"	""
"gga-miR-100_st"	"0.313038"	"2.59e-02"	"gga-mir-100"	""
"bta-miR-486_st"	"0.313133"	"2.59e-02"	"bta-mir-486"	""
"tgu-miR-2965_st"	"0.313762"	"2.60e-02"	"tgu-mir-2965"	""
"oan-let-7g-star_st"	"0.31377"	"2.60e-02"	"oan-let-7g"	""
"der-let-7_st"	"0.314043"	"2.60e-02"	"der-let-7"	""
"kshv-miR-K12-7-star_st"	"0.314281"	"2.61e-02"	"kshv-mir-K12-7"	""
"mmu-miR-125b-1-3p_st"	"0.314281"	"2.61e-02"	"mmu-mir-125b-1"	""
"ptr-miR-503_st"	"0.314281"	"2.61e-02"	"ptr-mir-503"	""
"cel-miR-4811_st"	"0.314281"	"2.61e-02"	"cel-mir-4811"	""
"hp_hsa-mir-3921_st"	"0.314734"	"2.62e-02"	""	"stem-loop: hsa-mir-3921"
"mmu-miR-302d_st"	"0.314734"	"2.62e-02"	"mmu-mir-302d"	""
"hp_hsa-mir-4670_st"	"0.314734"	"2.62e-02"	""	"stem-loop: hsa-mir-4670"
"oan-miR-193_st"	"0.314734"	"2.62e-02"	"oan-mir-193"	""
"aly-miR166g_st"	"0.314734"	"2.63e-02"	"aly-MIR166g"	""
"mmu-miR-130b_st"	"0.314734"	"2.63e-02"	"mmu-mir-130b"	""
"bta-miR-2326_st"	"0.314734"	"2.63e-02"	"bta-mir-2326"	""
"mmu-miR-320-star_st"	"0.314734"	"2.63e-02"	"mmu-mir-320"	""
"ENSG00000202440_x_st"	"0.314734"	"2.63e-02"	""	"snoRNA: ENSG00000202440"
"pab-miR3700_st"	"0.314734"	"2.63e-02"	"pab-MIR3700"	""
"ENSG00000238694_x_st"	"0.314734"	"2.63e-02"	""	"snoRNA: ENSG00000238694"
"mmu-miR-211_st"	"0.314734"	"2.63e-02"	"mmu-mir-211"	""
"cre-miR1157_st"	"0.314734"	"2.63e-02"	"cre-MIR1157"	""
"ENSG00000252669_st"	"0.314734"	"2.63e-02"	""	"snoRNA: ENSG00000252669"
"ppy-miR-1224-3p_st"	"0.314734"	"2.63e-02"	"ppy-mir-1224"	""
"pma-miR-194_st"	"0.314734"	"2.63e-02"	"pma-mir-194"	""
"fru-miR-25_st"	"0.314867"	"2.64e-02"	"fru-mir-25"	""
"ggo-miR-183_st"	"0.314905"	"2.64e-02"	"ggo-mir-183"	""
"hsa-miR-320a_st"	"0.314905"	"2.64e-02"	"hsa-mir-320a"	""
"hp_hsa-mir-147_x_st"	"0.314905"	"2.64e-02"	""	"stem-loop: hsa-mir-147"
"mml-miR-34a_st"	"0.315079"	"2.64e-02"	"mml-mir-34a"	""
"bta-miR-30b-3p_st"	"0.315079"	"2.65e-02"	"bta-mir-30b"	""
"cel-miR-252-star_st"	"0.316175"	"2.66e-02"	"cel-mir-252"	""
"aly-miR168b_st"	"0.316175"	"2.66e-02"	"aly-MIR168b"	""
"ssc-miR-222_st"	"0.316175"	"2.66e-02"	"ssc-mir-222"	""
"mmu-miR-871-3p_st"	"0.316498"	"2.66e-02"	"mmu-mir-871"	""
"eca-miR-200c_st"	"0.316498"	"2.66e-02"	"eca-mir-200c"	""
"eca-miR-125a-5p_st"	"0.316498"	"2.66e-02"	"eca-mir-125a"	""
"csa-let-7a_st"	"0.316537"	"2.67e-02"	"csa-let-7a"	""
"rno-miR-185_st"	"0.316537"	"2.67e-02"	"rno-mir-185"	""
"tcc-miR171a_st"	"0.316537"	"2.67e-02"	"tcc-MIR171a"	""
"ptc-miR166k_st"	"0.316537"	"2.67e-02"	"ptc-MIR166k"	""
"hp_hsa-mir-1255a_st"	"0.316537"	"2.67e-02"	""	"stem-loop: hsa-mir-1255a"
"hp_mmu-mir-3100_st"	"0.316537"	"2.67e-02"	""	"stem-loop: mmu-mir-3100"
"hsa-miR-181b_st"	"0.316602"	"2.67e-02"	"hsa-mir-181b-1 // hsa-mir-181b-2"	""
"ptr-miR-455_st"	"0.317528"	"2.68e-02"	"ptr-mir-455"	""
"ENSG00000200442_x_st"	"0.317528"	"2.68e-02"	""	"snoRNA: ENSG00000200442"
"U83B_st"	"0.318143"	"2.69e-02"	""	"CDBox: U83B"
"cin-miR-4085-5p_st"	"0.318143"	"2.69e-02"	"cin-mir-4085"	""
"mgh28S-2409_st"	"0.318143"	"2.69e-02"	""	"CDBox: mgh28S-2409"
"cfa-miR-95_st"	"0.318374"	"2.70e-02"	"cfa-mir-95"	""
"hsa-miR-409-5p_st"	"0.318829"	"2.71e-02"	"hsa-mir-409"	""
"cel-miR-798_st"	"0.318829"	"2.71e-02"	"cel-mir-798"	""
"mmu-miR-149_st"	"0.318829"	"2.71e-02"	"mmu-mir-149"	""
"HBII-85-29_x_st"	"0.318829"	"2.71e-02"	""	"CDBox: HBII-85-29"
"xbo-miR-2012_st"	"0.318829"	"2.71e-02"	"xbo-mir-2012"	""
"rno-miR-181b_st"	"0.318829"	"2.71e-02"	"rno-mir-181b-1 // rno-mir-181b-2"	""
"bfl-miR-2073_st"	"0.318919"	"2.71e-02"	"bfl-mir-2073"	""
"mdo-miR-222a_st"	"0.318919"	"2.71e-02"	"mdo-mir-222a"	""
"ppt-miR1025_st"	"0.319349"	"2.72e-02"	"ppt-MIR1025"	""
"rno-miR-342-3p_st"	"0.319474"	"2.72e-02"	"rno-mir-342"	""
"U70_x_st"	"0.31973"	"2.72e-02"	""	"HAcaBox: U70"
"ame-miR-3749_st"	"0.31973"	"2.73e-02"	"ame-mir-3749"	""
"oan-miR-1345_st"	"0.31973"	"2.73e-02"	"oan-mir-1345"	""
"dmo-miR-316_st"	"0.31973"	"2.73e-02"	"dmo-mir-316"	""
"lgi-miR-7_st"	"0.319983"	"2.73e-02"	"lgi-mir-7"	""
"ggo-miR-25_st"	"0.320193"	"2.73e-02"	"ggo-mir-25"	""
"bfl-miR-100_st"	"0.320805"	"2.74e-02"	"bfl-mir-100"	""
"dsi-let-7_st"	"0.321097"	"2.74e-02"	"dsi-let-7"	""
"eca-miR-140-5p_st"	"0.321097"	"2.75e-02"	"eca-mir-140"	""
"rno-miR-3580-3p_st"	"0.321097"	"2.75e-02"	"rno-mir-3580"	""
"ggo-miR-27a_st"	"0.321448"	"2.75e-02"	"ggo-mir-27a"	""
"tca-miR-3861-3p_st"	"0.321448"	"2.75e-02"	"tca-mir-3861"	""
"der-miR-311b_st"	"0.321763"	"2.76e-02"	"der-mir-311b-1 // der-mir-311b-2"	""
"cel-miR-358-star_st"	"0.321775"	"2.76e-02"	"cel-mir-358"	""
"aqu-miR-2019_st"	"0.321775"	"2.76e-02"	"aqu-mir-2019"	""
"mmu-miR-1934_st"	"0.321792"	"2.76e-02"	"mmu-mir-1934"	""
"osa-miR1437_st"	"0.32193"	"2.76e-02"	"osa-MIR1437"	""
"xtr-miR-182-star_st"	"0.322112"	"2.76e-02"	"xtr-mir-182"	""
"hsa-miR-29a_st"	"0.322251"	"2.77e-02"	"hsa-mir-29a"	""
"zma-miR166d_st"	"0.322331"	"2.77e-02"	"zma-MIR166d"	""
"bmo-miR-3385_st"	"0.322331"	"2.77e-02"	"bmo-mir-3385"	""
"mml-miR-650b_st"	"0.322451"	"2.77e-02"	"mml-mir-650b"	""
"dre-miR-222_st"	"0.322493"	"2.77e-02"	"dre-mir-222"	""
"osa-miR2093-5p_st"	"0.322541"	"2.78e-02"	"osa-MIR2093"	""
"dse-miR-12_st"	"0.322541"	"2.78e-02"	"dse-mir-12"	""
"xtr-miR-93a_st"	"0.322541"	"2.78e-02"	"xtr-mir-93a"	""
"mml-miR-146b-3p_st"	"0.322541"	"2.78e-02"	"mml-mir-146b"	""
"dsi-miR-978b_st"	"0.322541"	"2.78e-02"	"dsi-mir-978b"	""
"mml-miR-550_st"	"0.322688"	"2.78e-02"	"mml-mir-550"	""
"bma-miR-72_st"	"0.322809"	"2.79e-02"	"bma-mir-72"	""
"ptc-miR172b_st"	"0.322839"	"2.79e-02"	"ptc-MIR172b"	""
"mdo-miR-32_st"	"0.32345"	"2.80e-02"	"mdo-mir-32"	""
"cbr-miR-54c_st"	"0.32345"	"2.80e-02"	"cbr-mir-54c"	""
"hp_hsa-mir-548ab_st"	"0.323808"	"2.80e-02"	""	"stem-loop: hsa-mir-548ab"
"aae-miR-998_st"	"0.324008"	"2.80e-02"	"aae-mir-998"	""
"14qII-12_st"	"0.324158"	"2.81e-02"	"NA"	"CDBox: 14qII-12"
"ppy-miR-1202_st"	"0.324235"	"2.81e-02"	"ppy-mir-1202"	""
"esi-miR3454a_st"	"0.324235"	"2.81e-02"	"esi-MIR3454a"	""
"bta-miR-33b_st"	"0.324388"	"2.81e-02"	"bta-mir-33b"	""
"gma-miR4403_st"	"0.324394"	"2.81e-02"	"gma-MIR4403"	""
"hp_hsa-mir-223_st"	"0.324742"	"2.82e-02"	""	"stem-loop: hsa-mir-223"
"ENSG00000238802_st"	"0.32543"	"2.82e-02"	""	"snoRNA: ENSG00000238802"
"xbo-miR-92a_st"	"0.325631"	"2.83e-02"	"xbo-mir-92a"	""
"hsa-miR-34a_st"	"0.325631"	"2.83e-02"	"hsa-mir-34a"	""
"eca-miR-15b_st"	"0.325956"	"2.83e-02"	"eca-mir-15b"	""
